date,close,open,high,low,volume,x(t-1),x(t-2),x(t-3),MA5,MA10,MA20,BIAS5,BIAS10,DIFF,BU,BL,KDJ,KDJ(t-1),ROC,TR（14）,MTM6,MTM12,WR%10,WR%5,OSC6,OSC12,RSI6,RSI12,PSY,OBV,return,(x(t)-xo(t))/xo(t),(x(t)-xl(t))/(xh(t)- xl(t)),(MA5(t)-MA5(t-1))/MA5(t-1),(MA20(t)-MA20(t-1))/MA20(t-1),(MA5(t)-MA20(t-1))/MA20(t-1),(x(t)-MA20(t))/MA20(t)
3/4/10,3250.573,3338.674,3345.909,3244.978,6934681000,3335.081,3311.236,3324.423,3300.6,3272.2847,3229.1604,-1.5156,-0.6635,-13.1784,"3,380.6627","3,106.5624",77.2623,90.5951,2.5679,48.5844,6.09,81.383,49.4033,94.456609,1.6844,0.597651,44.185502,46.477217,58.333333,15769823254,-0.0253,-0.0264,0.0554,-0.002511706,0.000681803,0.02282016,0.006631012
3/5/10,3259.764,3253.164,3276.403,3239.677,4562913800,3250.573,3335.081,3311.236,3296.22,3273.1333,3231.94085,-1.1059,-0.4085,-13.1002,"3,358.3272","3,117.4509",69.9614,77.2623,1.4198,48.4578,-32.364,45.634,44.6405,81.091385,1.6972,0.888554,46.781168,47.698291,58.333333,15815452392,0.0028,0.002,0.5469,-0.001327154,0.000861044,0.020766884,0.008608805
3/8/10,3286.178,3268.397,3293.93,3258.034,4154087600,3259.764,3250.573,3335.081,3288.57,3278.4166,3238.6144,-0.0726,0.2367,-10.7826,"3,345.6872","3,123.9356",68.9604,69.9614,2.0426,48.5597,4.512,65.78,30.9527,56.226937,1.813,1.148627,54.136782,51.189506,58.333333,15856993268,0.0081,0.0054,0.784,-0.00232054,0.002064874,0.017521716,0.014686404
3/9/10,3305.863,3285.62,3322.506,3255.982,5419948600,3286.178,3259.764,3250.573,3287.49,3289.1395,3246.5981,0.5588,0.5084,-7.2736,"3,342.2682","3,125.6507",66.7414,68.9604,1.6789,50.0781,-18.56,54.585,22.1523,37.696739,1.7466,1.311842,59.182082,53.702042,66.666667,15911192754,0.006,0.0062,0.7498,-0.000326769,0.002465159,0.015091516,0.018254461
3/10/10,3279.694,3304.036,3321.081,3267.761,4642107900,3305.863,3286.178,3259.764,3276.41,3292.6606,3249.04705,0.1001,-0.3938,-6.529,"3,345.0714","3,125.6858",57.0507,66.7414,1.4335,51.6593,-31.542,46.349,62.3306,62.33056,1.5463,1.38477,50.346681,49.971581,66.666667,15864771675,-0.0079,-0.0074,0.2238,-0.00336956,0.000754313,0.009182504,0.009432597
3/11/10,3276.705,3282.199,3303.488,3251.704,4748775400,3279.694,3305.863,3286.178,3281.64,3291.1183,3251.9422,-0.1504,-0.4379,-6.1097,"3,348.1593","3,128.6085",49.6524,57.0507,2.4408,53.0154,-58.376,78.071,65.1442,55.29585,1.1622,1.488517,49.337127,49.542757,58.333333,15817283921,-0.0009,-0.0017,0.4828,0.001595158,0.000891077,0.010031541,0.007614772
3/12/10,3233.126,3277.309,3284.263,3232.117,3995734400,3276.705,3279.694,3305.863,3276.31,3286.2643,3255.94415,-1.3182,-1.617,-9.188,"3,348.4695","3,130.3411",33.3972,49.6524,-0.35,54.6569,-17.447,-11.357,99.1133,98.883714,1.0432,1.429068,36.523676,43.592837,50,15777326577,-0.0133,-0.0135,0.0193,-0.001623456,0.001230634,0.007493307,-0.007008152
3/15/10,3183.183,3231.216,3234.821,3171.803,3784430400,3233.126,3276.705,3279.694,3255.71,3272.1403,3257.5539,-2.2278,-2.7186,-15.479,"3,348.9959","3,128.2015",24.4435,33.3972,-3.3093,53.4146,-76.581,-108.945,93.4638,92.448724,0.6806,1.180619,26.911711,37.901967,50,15739482273,-0.0154,-0.0149,0.1806,-0.00628725,0.000494403,-7.19146E-05,-0.02283029
3/16/10,3203.971,3183.775,3204.289,3169.098,3084778000,3183.183,3233.126,3276.705,3235.34,3261.4138,3259.29295,-0.9694,-1.7613,-18.5733,"3,346.5019","3,134.6389",22.8701,24.4435,-2.3675,50.2366,-82.207,-77.695,80.2767,77.054671,0.2008,0.924724,35.402926,41.376994,50,15770330053,0.0065,0.0063,0.991,-0.006259272,0.000533851,-0.006819196,-0.016973605
3/17/10,3273.916,3214.216,3273.998,3207.271,4580093400,3203.971,3183.183,3233.126,3234.18,3255.2973,3262.28225,1.2286,0.572,-15.2062,"3,345.1101","3,145.8558",38.0222,22.8701,-1.5193,51.6913,-31.947,-50.507,40.7175,22.004613,-0.1147,0.646681,56.028905,51.366585,58.333333,15816130987,0.0218,0.0186,0.9988,-0.000357181,0.000917162,-0.00770503,0.003566138
3/18/10,3267.555,3277.883,3295.368,3256.593,4694801300,3273.916,3203.971,3183.183,3232.35,3256.9955,3264.6401,1.0891,0.3242,-12.9023,"3,346.6944","3,147.1054",46.7414,38.0222,-1.3192,52.4998,-12.139,-43.681,35.8202,22.02661,-0.2209,0.492421,54.142269,50.512627,50,15769182974,-0.0019,-0.0032,0.2827,-0.000565831,0.000722761,-0.009175248,0.00089287
3/19/10,3293.871,3270.978,3296.411,3251.136,4606218700,3267.555,3273.916,3203.971,3244.5,3260.4062,3266.76975,1.5217,1.0264,-8.8509,"3,350.5024","3,149.0719",58.2723,46.7414,-1.2357,52.2543,17.166,-41.21,18.6659,1.995083,-0.2215,0.299003,60.710238,53.96655,58.333333,15815245161,0.0081,0.007,0.9439,0.003758566,0.000652338,-0.006169164,0.008296039
3/22/10,3302.628,3297.824,3313.922,3288.506,4943946200,3293.871,3267.555,3273.916,3268.39,3262.0512,3270.2339,1.0476,1.2439,-4.8774,"3,350.4187","3,160.6588",68.1344,58.2723,1.6014,51.1976,69.502,52.055,12.9576,7.798431,-0.0415,0.255293,62.835737,55.104045,58.333333,15864684623,0.0027,0.0015,0.5556,0.007362924,0.001060421,0.000495979,0.009905744
3/23/10,3275.573,3305.554,3309.12,3272.921,4653953600,3302.628,3293.871,3267.555,3282.71,3259.0222,3274.08085,-0.2174,0.5078,-3.8668,"3,345.7145","3,174.9464",69.9297,68.1344,0.485,50.802,92.39,15.809,29.9428,35.957469,0.2831,0.148785,52.338478,50.867632,50,15818145087,-0.0082,-0.0091,0.0733,0.004381487,0.001176353,0.003815048,0.000455746
3/24/10,3276.669,3282.052,3298.543,3271.033,4454796600,3275.573,3302.628,3293.871,3283.26,3258.7197,3275.69015,-0.2007,0.5508,-2.9436,"3,341.8285","3,187.1001",71.3788,69.9297,-0.2894,45.5576,72.698,-9.509,25.7229,59.333291,0.5253,-0.002086,52.722422,51.033997,50,15862693053,0.0003,-0.0016,0.2049,0.000167727,0.000491527,0.002803581,0.000298823
