date,close,open,high,low,volume,x(t-1),x(t-2),x(t-3),MA5,MA10,MA20,BIAS5,BIAS10,DIFF,BU,BL,KDJ,KDJ(t-1),ROC,TR（14）,MTM6,MTM12,WR%10,WR%5,OSC6,OSC12,RSI6,RSI12,PSY,OBV,return,(x(t)-xo(t))/xo(t),(x(t)-xl(t))/(xh(t)- xl(t)),(MA5(t)-MA5(t-1))/MA5(t-1),(MA20(t)-MA20(t-1))/MA20(t-1),(MA5(t)-MA20(t-1))/MA20(t-1),(x(t)-MA20(t))/MA20(t)
6/23/11,2957.629,2899.013,2966.54,2888.678,4594111700,2908.582,2909.073,2874.896,2908.47,2932.8873,2956.8827,1.6903,0.8436,-47.3264,"3,112.4435","2,853.6192",40.8043,26.7355,-1.5522,43.8435,-5.49,-46.633,31.0582,8.557408,-2.5102,-1.436583,57.143662,46.647178,41.666667,16756224194,0.0169,0.0202,0.8856,0.002761703,-0.000552878,-0.016916711,0.000252394
6/24/11,3027.47,2946.609,3047.943,2944.051,8545924000,2957.629,2908.582,2909.073,2935.53,2939.4411,2959.33715,3.132,2.9948,-36.8879,"3,093.6902","2,863.7640",56.858,40.8043,0.6255,48.2148,109.892,18.818,11.0346,11.034576,-1.722,-1.236237,71.428832,56.803897,50,16841683434,0.0236,0.0274,0.8029,0.009304763,0.00083008,-0.007221355,0.02302301
6/27/11,3036.491,3028.496,3056.023,3019.236,6561577100,3027.47,2957.629,2908.582,2967.85,2948.0554,2962.9963,2.3129,2.9998,-27.5697,"3,078.3966","2,872.5847",67.876,56.858,2.866,48.5419,144.334,84.602,10.0881,10.913622,-0.7836,-0.884512,72.832442,57.932334,50,16907299205,0.003,0.0026,0.4691,0.011009596,0.001236476,0.002876607,0.024804182
6/28/11,3041.734,3040.183,3046.797,3013.996,5576625400,3036.491,3027.47,2957.629,2994.38,2952.8729,2967.3577,1.5814,3.0093,-19.5366,"3,061.5419","2,883.2962",76.1239,67.876,2.6943,47.536,166.838,79.802,7.3801,8.538648,0.2599,-0.553645,73.732446,58.61776,58.333333,16963065459,0.0017,0.0005,0.8456,0.008939875,0.001471956,0.01059188,0.025064825
6/29/11,3000.169,3039.047,3043.815,2999.953,5347684800,3041.734,3036.491,3027.47,3012.7,2956.5779,2967.28835,-0.4159,1.4744,-16.3359,"3,059.0916","2,883.9918",74.4666,76.1239,1.6886,46.6145,91.096,49.821,28.848,33.376557,0.7947,-0.382978,56.063728,51.377977,50,16909588611,-0.0137,-0.0128,0.0049,0.006117257,-2.3371E-05,0.015280362,0.011081043
6/30/11,3044.089,3003.23,3058.625,3003.23,6250254900,3000.169,3041.734,3036.491,3029.99,2969.229,2969.28415,0.4653,2.5212,-10.1385,"3,061.7431","2,882.7146",80.5084,74.4666,1.688,48.0606,135.507,50.53,7.4081,12.686997,1.5143,-0.263568,66.302717,57.437599,58.333333,16972091160,0.0146,0.0136,0.7376,0.005739705,0.000672601,0.02113096,0.02519289
7/1/11,3049.745,3052.12,3071.206,3034.072,5676665300,3044.089,3000.169,3041.734,3034.45,2984.9878,2973.98615,0.5042,2.1694,-4.7163,"3,068.6722","2,880.3549",83.321,80.5084,2.9235,47.8426,92.116,86.626,10.2784,30.119434,1.9375,-0.096887,67.474081,58.169979,66.666667,17028857813,0.0019,-0.0008,0.4221,0.001470302,0.001583547,0.021946653,0.025473841
7/4/11,3121.98,3064.935,3124.582,3064.935,8046403100,3049.745,3044.089,3000.169,3051.54,3009.6962,2980.7677,2.3082,3.7307,5.3479,"3,089.9781","2,870.0951",88.513,83.321,7.0059,49.117,94.51,204.402,1.0512,2.087797,2.2629,0.288802,78.779251,66.258984,75,17109321844,0.0237,0.0186,0.9564,0.005634571,0.00228029,0.026077408,0.047374473
7/5/11,3122.5,3122.899,3128.529,3105.086,6776333500,3121.98,3049.745,3044.089,3067.7,3031.0389,2986.6796,1.7865,3.0175,13.2136,"3,108.7014","2,863.6173",91.5041,88.513,7.9644,48.2174,86.009,230.343,2.5136,4.689056,2.5204,0.721569,78.842776,66.310146,83.333333,17177085179,0.0002,-0.0001,0.7428,0.005293452,0.001983348,0.029164399,0.045475383
7/6/11,3113.712,3116.121,3116.121,3084.834,6155580700,3122.5,3121.98,3049.745,3090.41,3051.5519,2991.9326,0.7542,2.037,18.5245,"3,123.4904","2,861.0749",91.6588,91.5041,8.3069,47.4994,71.978,238.816,6.1776,11.825314,2.7016,1.171883,74.330287,64.506825,75,17115529372,-0.0028,-0.0008,0.923,0.007402492,0.001758809,0.03473101,0.040702588
7/7/11,3101.68,3123.29,3140.102,3101.096,7181036000,3113.712,3122.5,3121.98,3101.92,3065.957,2999.42215,-0.0078,1.1652,21.5146,"3,133.9164","2,858.3507",85.3008,91.6588,6.6209,47.2108,101.511,192.607,19.598,36.236914,3.1094,1.566505,67.941499,61.988896,75,17043719012,-0.0039,-0.0069,0.015,0.003727084,0.002503248,0.036761323,0.034092517
7/8/11,3109.183,3105.486,3124.386,3093.374,5128259300,3101.68,3113.712,3122.5,3113.81,3074.1283,3006.7847,-0.1486,1.1403,24.2106,"3,144.6546","2,855.6902",82.8467,85.3008,6.8969,47.0207,65.094,200.601,22.0615,41.133742,3.318,1.972187,69.878826,62.97212,75,17095001605,0.0024,0.0012,0.5098,0.003832332,0.002454656,0.038136629,0.034055747
7/11/11,3113.206,3097.874,3120.998,3086.263,4792066000,3109.183,3101.68,3113.712,3112.06,3081.7998,3014.9276,0.0369,1.0191,26.3678,"3,155.8622","2,856.5981",82.1675,82.8467,5.2602,47.0249,63.461,155.577,19.191,48.664688,3.4518,2.188596,71.006183,63.52401,75,17142922265,0.0013,0.0049,0.7757,-0.000563554,0.002708175,0.035012583,0.032597267
7/12/11,3056.905,3089.136,3090.097,3054.8,5710798400,3113.206,3109.183,3101.68,3098.94,3083.3169,3018.0949,-1.3563,-0.8566,23.2662,"3,159.5909","2,858.2968",67.8501,82.1675,0.9723,49.2785,-65.075,29.435,59.3632,97.532297,3.0269,2.178373,43.600978,51.74858,66.666667,17085814281,-0.0181,-0.0104,0.0596,-0.004215541,0.001050539,0.027865478,0.012859138
7/13/11,3106.247,3060.42,3108.497,3060.42,5411436700,3056.905,3113.206,3109.183,3097.44,3093.9247,3025.2513,0.2842,0.3983,24.5072,"3,168.0637","2,857.6690",67.9235,67.8501,2.2973,47.4021,-16.253,69.756,24.7348,39.688401,2.8156,2.235609,59.884037,59.01262,66.666667,17139928648,0.0161,0.015,0.9532,-0.000481778,0.002371165,0.026289796,0.026773214
7/14/11,3115.745,3112.587,3126.153,3092.473,6031493500,3106.247,3056.905,3113.206,3100.26,3101.0903,3035.15965,0.4996,0.4726,25.9579,"3,177.1226","2,856.8480",69.0977,67.9235,2.4332,42.3869,2.033,74.011,22.9718,14.586633,2.6934,2.297486,62.392109,60.268665,75,17200243583,0.0031,0.001,0.691,0.000908168,0.003275216,0.024794205,0.026550613
7/15/11,3128.889,3105.497,3130.775,3097.336,6155032200,3115.745,3106.247,3056.905,3104.2,3109.0047,3046.99625,0.7954,0.6396,27.8471,"3,187.2958","2,860.2902",75.0168,69.0977,4.2904,42.1478,27.209,128.72,13.1451,2.482396,2.6163,2.416007,65.929463,62.025501,75,17261793905,0.0042,0.0075,0.9436,0.001271249,0.003899828,0.022746859,0.026876551
7/18/11,3122.6,3131.803,3137.922,3113.667,6069131100,3128.889,3115.745,3106.247,3106.08,3109.0667,3059.38145,0.532,0.4353,28.5083,"3,195.7846","2,864.1604",76.5053,75.0168,2.5791,41.5374,13.417,78.511,20.5177,18.433146,2.4875,2.422608,62.55137,60.626232,66.666667,17201102594,-0.002,-0.0029,0.3683,0.000605245,0.004064724,0.019390818,0.020663834
7/19/11,3095.125,3108.472,3109.916,3088.377,5338870900,3122.6,3128.889,3115.745,3113.72,3106.3292,3068.68405,-0.5972,-0.3607,26.5097,"3,200.0015","2,871.0803",66.7613,76.5053,1.488,40.8489,-18.081,45.38,52.7268,55.22051,2.2134,2.362192,49.306839,54.740698,58.333333,17147713885,-0.0088,-0.0043,0.3133,0.002460982,0.00304068,0.017761286,0.008616381
7/20/11,3091.567,3113.705,3119.543,3071.85,4411833100,3095.125,3122.6,3128.889,3110.79,3104.1147,3077.8333,-0.6178,-0.4042,24.3579,"3,204.2413","2,874.3795",59.2517,66.7613,-0.9742,40.0801,34.662,-30.413,56.8978,70.158312,2.2739,2.161188,47.736128,54.00011,50,17103595554,-0.0011,-0.0071,0.4134,-0.000942923,0.00298149,0.013721175,0.004462133
7/21/11,3059.139,3092.271,3099.278,3058.255,4408469100,3091.567,3095.125,3122.6,3099.46,3099.8606,3082.9088,-1.301,-1.3137,19.8075,"3,205.2226","2,880.7844",41.2412,59.2517,-2.0292,40.3579,-47.108,-63.361,94.78,98.890381,1.9075,1.87552,35.401914,47.597549,50,17059510863,-0.0105,-0.0107,0.0215,-0.003639338,0.00164905,0.007026599,-0.007710186
7/22/11,3067.985,3066.192,3083.191,3059.598,3725725500,3059.139,3091.567,3095.125,3087.28,3095.7408,3084.93455,-0.6251,-0.8966,16.7224,"3,203.2454","2,894.3314",32.7815,41.2412,-1.4686,36.7304,-47.76,-45.727,84.1378,87.786662,1.4682,1.568032,40.439587,49.383488,58.333333,17096768118,0.0029,0.0006,0.3555,-0.00392997,0.00065709,0.001417882,-0.005494298
7/25/11,2968.289,3050.897,3050.897,2958.878,6718099600,3067.985,3059.139,3091.567,3056.42,3081.2491,3081.52445,-2.8835,-3.666,6.1618,"3,196.7863","2,906.6468",23.6064,32.7815,-4.3006,42.8492,-160.6,-133.391,94.7438,94.14247,0.5129,1.118625,19.681657,34.80113,50,17029587122,-0.0325,-0.0271,0.1023,-0.009996556,-0.001105404,-0.009243162,-0.036746569
7/26/11,2977.766,2965.721,2980.857,2957.61,4351545700,2968.289,3067.985,3059.139,3032.95,3073.3352,3078.32605,-1.8195,-3.1096,-1.4265,"3,186.1103","2,925.2358",19.4638,23.6064,-4.2267,41.8193,-144.834,-131.417,88.8216,87.552877,-0.4062,0.637843,24.124426,36.738304,50,17073102579,0.0032,0.0041,0.867,-0.007679505,-0.001037928,-0.015763123,-0.032667121
7/27/11,3000.052,2961.576,3002.691,2951.516,4838561200,2977.766,2968.289,3067.985,3014.65,3062.7157,3078.3202,-0.4841,-2.046,-5.5776,"3,178.0607","2,940.2838",21.6551,19.4638,-3.6346,42.6885,-95.073,-113.154,73.9622,67.152583,-1.0473,0.218106,34.36893,41.21871,58.333333,17121488191,0.0075,0.013,0.9484,-0.00603472,-1.90038E-06,-0.020685284,-0.02542562
7/28/11,2981.002,2973.642,2984.375,2956.71,4813898400,3000.052,2977.766,2968.289,2999.02,3049.2414,3075.16585,-0.6008,-2.2379,-10.286,"3,169.4504","2,954.4649",19.7095,21.6551,-2.483,43.5692,-110.565,-75.903,84.1818,77.606987,-1.7587,-0.079222,30.188047,38.665141,50,17073349207,-0.0063,0.0025,0.8781,-0.005183826,-0.001024698,-0.025760868,-0.030620739
7/29/11,2972.079,2981.021,2995.974,2948.076,4629825300,2981.002,3000.052,2977.766,2979.84,3033.5604,3071.28255,-0.2604,-2.0267,-14.5695,"3,167.9729","2,957.0539",17.8058,19.7095,-4.3193,44.5094,-87.06,-134.168,87.3566,76.655547,-2.2703,-0.464522,28.256032,37.478711,41.666667,17027050954,-0.003,-0.003,0.5011,-0.006395825,-0.001262794,-0.030998605,-0.032300366
8/1/11,2977.721,2969.106,2991.051,2958.832,3388694900,2972.079,2981.002,3000.052,2981.72,3019.0725,3064.0696,-0.1343,-1.3697,-17.3094,"3,170.2552","2,950.9449",17.6336,17.8058,-4.4299,42.6389,-90.264,-138.024,82.711,45.72004,-2.7225,-0.782022,31.578577,38.774592,41.666667,17060937903,0.0019,0.0029,0.5863,0.000633055,-0.002348514,-0.029161286,-0.028181018
8/2/11,2956.383,2958.85,2958.85,2919.014,3897835700,2977.721,2972.079,2981.002,2977.45,3005.1983,3055.76375,-0.7075,-1.6244,-20.961,"3,173.9999","2,941.0380",18.6658,17.6336,-5.5133,43.1471,-11.906,-172.506,81.3648,55.341372,-2.6874,-1.159422,26.094158,35.71997,41.666667,17021959546,-0.0072,-0.0008,0.9381,-0.001434271,-0.002710725,-0.028269462,-0.032522393
8/3/11,2954.87,2930.193,2969.132,2927.096,3866836200,2956.383,2977.721,2972.079,2968.41,2991.5286,3047.82165,-0.4562,-1.2254,-23.7038,"3,177.0840","2,931.2720",19.7238,18.6658,-5.3715,43.744,-22.896,-167.73,80.1092,53.409563,-2.7069,-1.51836,25.714163,35.50362,41.666667,16983291184,-0.0005,0.0084,0.6607,-0.003034949,-0.002599056,-0.028586552,-0.030497733
8/4/11,2960.309,2962.913,2983.012,2951.838,3298571900,2954.87,2956.383,2977.721,2964.27,2981.6456,3040.7531,-0.1337,-0.7156,-25.1486,"3,179.1491","2,926.1407",23.5865,19.7238,-4.3558,43.5822,-39.743,-134.816,74.8473,46.342256,-2.8845,-1.847733,30.104942,37.000043,50,17016276903,0.0018,-0.0009,0.2717,-0.001394214,-0.002319214,-0.027413563,-0.026455321
8/5/11,2897.417,2881.737,2916.41,2868.157,4931685400,2960.309,2954.87,2956.383,2949.34,2964.5888,3030.1648,-1.7605,-2.2658,-31.0111,"3,186.9029","2,907.1045",22.974,23.5865,-6.28,48.432,-83.585,-194.15,83.9882,76.190864,-3.1788,-2.211254,16.539817,28.622874,50,16966960049,-0.0212,0.0054,0.6064,-0.005037459,-0.003482131,-0.030062651,-0.043808772
8/8/11,2793.897,2864.514,2888.769,2747.967,7151776600,2897.417,2960.309,2954.87,2912.58,2947.1496,3014.19935,-4.0747,-5.2,-43.5088,"3,207.5721","2,866.7546",21.3264,22.974,-8.6705,56.6625,-178.182,-265.242,81.9687,80.459061,-3.8903,-2.642212,8.751168,20.349722,41.666667,16895442283,-0.0357,-0.0247,0.3262,-0.012465433,-0.005268839,-0.038804754,-0.073088182
8/9/11,2798.19,2720.953,2812.769,2697.062,6984267600,2793.897,2897.417,2960.309,2880.94,2929.192,3001.2636,-2.8722,-4.4723,-52.4621,"3,214.7045","2,834.7154",25.495,21.3264,-8.7939,61.5206,-179.531,-269.795,66.9115,64.634377,-4.5342,-3.003987,10.840544,21.377805,50,16965284959,0.0015,0.0284,0.874,-0.010862758,-0.004291604,-0.04421053,-0.0676627
8/10/11,2824.12,2845.352,2858.553,2820.123,5865931200,2798.19,2793.897,2897.417,2854.79,2911.5988,2987.15725,-1.0742,-3.0045,-56.8105,"3,213.9577","2,812.5098",31.1656,25.495,-4.857,62.9021,-132.263,-144.169,57.4932,55.566358,-4.9371,-3.034721,23.531513,27.540443,50,17023944271,0.0093,-0.0075,0.104,-0.009076909,-0.004700137,-0.048803977,-0.0545794
8/11/11,2866.924,2779.715,2867.311,2777.761,5899768900,2824.12,2798.19,2793.897,2836.11,2900.191,2974.7162,1.0865,-1.1471,-56.1554,"3,207.8738","2,799.6100",40.0365,31.1656,-3.7223,67.5805,-87.946,-110.842,43.1732,22.560497,-5.1432,-3.035589,40.350422,36.503238,50,17082941960,0.0152,0.0314,0.9957,-0.006542345,-0.004164846,-0.05056555,-0.036236129
8/12/11,2875.365,2881.554,2894.224,2868.871,5719740600,2866.924,2824.12,2798.19,2831.7,2890.5196,2962.04,1.542,-0.5243,-54.3288,"3,201.0146","2,789.0604",47.4759,40.0365,-4.1562,61.7371,-84.944,-124.687,39.3505,9.565231,-5.3607,-3.104494,43.301481,38.149095,58.333333,17140139366,0.0029,-0.0021,0.2561,-0.001555088,-0.004261314,-0.048077259,-0.029261928
8/15/11,2917.883,2883.174,2917.883,2870.19,5987547600,2875.365,2866.924,2824.12,2856.5,2884.5358,2951.80415,2.149,1.1561,-48.8869,"3,190.4638","2,784.8958",57.3918,47.4759,-2.1174,63.4833,20.466,-63.119,22.7764,0,-4.9759,-3.037778,56.353554,45.860323,66.666667,17200014842,0.0148,0.012,1,0.008757004,-0.003455676,-0.035630849,-0.011491667
8/16/11,2897.581,2920.829,2932.14,2888.334,5096268100,2917.883,2875.365,2866.924,2876.37,2878.6556,2941.92695,0.7373,0.6574,-45.6856,"3,178.5624","2,780.2107",61.6358,57.3918,-2.5066,62.9569,103.684,-74.498,29.8762,22.385817,-4.0527,-2.972232,49.786553,43.063643,58.333333,17149052161,-0.007,-0.008,0.2111,0.006958945,-0.003346157,-0.025555269,-0.015073777
8/17/11,2886.013,2893.849,2910.835,2881.631,3917817900,2897.581,2917.883,2875.365,2888.75,2871.7699,2931.64925,-0.0949,0.496,-43.5797,"3,172.6013","2,773.0262",67.8832,61.6358,-3.0798,61.9471,87.823,-91.708,33.9217,29.879064,-3.2951,-3.017167,46.112345,41.490869,58.333333,17109873982,-0.004,-0.0027,0.15,0.004303542,-0.003493527,-0.018075551,-0.01556675
8/18/11,2834.254,2887.103,2889.997,2832.269,4076888300,2886.013,2897.581,2917.883,2882.22,2859.1644,2920.405,-1.6642,-0.8712,-45.5621,"3,161.5806","2,763.1244",64.7089,67.8832,-4.131,62.6492,10.134,-122.129,41.6398,98.012436,-2.8712,-3.017974,33.026041,35.213461,58.333333,17069105099,-0.0179,-0.0183,0.0344,-0.002261875,-0.003835469,-0.016860561,-0.029499676
8/19/11,2807.664,2789.346,2814.099,2782.556,4325965000,2834.254,2886.013,2897.581,2868.68,2850.1891,2907.38895,-2.1269,-1.492,-48.7171,"3,148.4720","2,752.5345",58.8223,64.7089,-4.9818,64.0406,-59.26,-147.206,52.9509,83.214782,-2.8124,-3.045499,28.10847,32.461061,50,17025845449,-0.0094,0.0066,0.796,-0.004697838,-0.004456933,-0.017711585,-0.034300519
8/22/11,2777.787,2809.329,2829.687,2768.418,3420968500,2807.664,2834.254,2886.013,2840.66,2848.5781,2897.86385,-2.2133,-2.4851,-53.0172,"3,132.3348","2,741.6638",41.1223,58.8223,-6.1656,64.2236,-97.578,-182.522,65.6603,94.277495,-2.9251,-3.121672,23.408747,29.622896,50,16991635764,-0.0106,-0.0112,0.1529,-0.009767283,-0.00327617,-0.022951504,-0.041436332
8/23/11,2821.003,2788.699,2821.003,2777.287,3262051400,2777.787,2807.664,2834.254,2825.34,2850.8594,2890.0257,-0.1537,-1.0473,-52.3346,"3,110.8398","2,739.9591",38.1211,41.1223,-2.6373,64.3436,-96.88,-76.414,67.8815,63.076739,-3.102,-2.944551,40.636953,38.155336,58.333333,17024256278,0.0156,0.0116,1,-0.005391564,-0.002704803,-0.025026659,-0.023883075
8/24/11,2810.016,2834.577,2845.47,2804.818,3530156500,2821.003,2777.787,2807.664,2810.14,2849.449,2880.5239,-0.0046,-1.3839,-52.0798,"3,091.9823","2,736.8850",33.8833,38.1211,0.5769,65.0206,-87.565,16.119,74.5923,65.78521,-3.2466,-2.510213,38.027359,36.914092,50,16988954713,-0.0039,-0.0087,0.1279,-0.005379663,-0.003287791,-0.027641865,-0.024477457
8/25/11,2903.837,2818.701,2904.438,2815.912,7221684500,2810.016,2821.003,2777.787,2824.06,2853.1403,2876.66565,2.8249,1.7769,-43.8024,"3,070.0173","2,744.4093",50.1598,33.8833,3.7755,65.1827,17.824,105.647,17.2872,0.441847,-2.8825,-1.940576,62.623007,51.58589,50,17061171558,0.0334,0.0302,0.9932,0.004952271,-0.001339426,-0.019601955,0.009445432
8/26/11,2901.216,2889.382,2907.398,2876.828,4560410200,2903.837,2810.016,2821.003,2842.77,2855.7254,2873.1225,2.0559,1.593,-37.0272,"3,052.1762","2,750.1025",60.4771,50.1598,2.7299,56.6913,66.962,77.096,18.8881,4.448122,-2.2637,-1.498939,61.800763,51.222837,41.666667,17015567456,-0.0009,0.0041,0.7978,0.006625352,-0.001231686,-0.011782965,0.009778038
8/29/11,2852.809,2875.784,2875.784,2847.476,4426785000,2901.216,2903.837,2810.016,2857.78,2849.218,2866.8769,-0.1738,0.126,-35.1585,"3,029.2995","2,756.4272",60.0702,60.4771,-0.4923,52.2651,45.145,-14.115,48.4547,41.955715,-1.7022,-1.251063,47.870564,44.861573,33.333333,16971299606,-0.0167,-0.008,0.1884,0.005278088,-0.002173802,-0.005340009,-0.004907047
8/30/11,2841.74,2875.144,2901.733,2838.33,4313787200,2852.809,2901.216,2903.837,2861.92,2843.6339,2861.14475,-0.7052,-0.0666,-34.1768,"3,022.3349","2,753.6572",57.6325,60.0702,-1.1694,52.4822,63.953,-33.625,48.516,64.006629,-1.1521,-1.179938,45.082197,43.513563,25,16928161734,-0.0039,-0.0116,0.0538,0.001451268,-0.001999441,-0.001729024,-0.006782163
8/31/11,2846.776,2843.993,2855.305,2823.77,3210789900,2841.74,2852.809,2901.216,2869.28,2839.7102,2855.74005,-0.7842,0.2488,-32.6164,"3,013.2155","2,752.7005",57.2153,57.6325,-2.4369,48.3383,25.773,-71.107,43.6192,66.263691,-0.8239,-1.21355,46.774808,44.343604,33.333333,16960269633,0.0018,0.001,0.7295,0.002568902,-0.001888999,0.002843355,-0.003138959
9/1/11,2834.535,2852.386,2869.249,2825.956,3011870200,2846.776,2841.74,2852.809,2855.42,2839.7383,2849.45135,-0.7312,-0.1832,-31.9987,"2,999.2959","2,753.8880",54.0012,57.2153,-2.1758,49.4806,24.519,-63.046,52.427,87.127517,-0.4577,-1.176674,42.916631,42.680554,33.333333,16930150931,-0.0043,-0.0063,0.1982,-0.004830627,-0.002202126,-0.000112073,-0.005234815
9/2/11,2803.854,2828.839,2836.624,2790.769,2931711600,2834.535,2846.776,2841.74,2835.94,2839.3573,2844.7732,-1.1315,-1.2504,-33.5976,"2,988.1314","2,751.4258",42.807,54.0012,-2.8468,49.3494,-99.983,-82.159,74.5028,88.207887,-0.8064,-1.180685,34.385929,38.710933,33.333333,16900833815,-0.0108,-0.0088,0.2854,-0.006819464,-0.001641772,-0.004741737,-0.014383994
9/5/11,2743.817,2780.834,2780.834,2743.383,3200566000,2803.854,2834.535,2846.776,2814.14,2835.9603,2842.2692,-2.4991,-3.2491,-39.2566,"2,981.5397","2,740.4588",28.6262,42.807,-3.1909,50.5397,-157.399,-90.437,99.7354,99.725924,-1.4327,-1.139893,23.443524,32.298295,33.333333,16868828155,-0.0214,-0.0133,0.0116,-0.007686474,-0.000880211,-0.01076824,-0.034638591
9/6/11,2723.303,2727.749,2745.36,2711.071,2971398200,2743.817,2803.854,2834.535,2790.46,2826.1903,2838.52485,-2.4066,-3.6405,-44.8795,"2,973.5576","2,728.8704",21.161,28.6262,-3.0047,50.9029,-129.506,-84.361,93.7696,92.26694,-1.8653,-1.045089,20.737669,30.419925,33.333333,16839114173,-0.0075,-0.0016,0.3567,-0.008417265,-0.00131738,-0.018228112,-0.040592158
9/7/11,2779.09,2738.789,2779.205,2730.055,3326538100,2723.303,2743.817,2803.854,2776.92,2823.0977,2836.27335,0.0782,-1.5588,-44.3231,"2,962.2111","2,726.5789",25.6559,21.161,0.0469,50.7725,-62.65,1.303,65.3542,56.998445,-2.0022,-0.799551,42.424035,40.658334,33.333333,16872379554,0.0205,0.0147,0.9977,-0.004851248,-0.000793194,-0.021703122,-0.020161438
9/8/11,2756.105,2788.832,2789.112,2755.799,2683873500,2779.09,2723.303,2743.817,2761.23,2808.3245,2830.7324,-0.1857,-1.8595,-45.2157,"2,950.6293","2,722.8711",24.9772,25.6559,-2.3005,49.4593,-90.671,-64.898,77.0617,64.131482,-2.2823,-0.721672,37.369,38.136108,33.333333,16845540819,-0.0083,-0.0117,0.0092,-0.005648705,-0.001953602,-0.026458434,-0.026363283
9/9/11,2751.095,2770.153,2796.352,2739.62,2707350300,2756.105,2779.09,2723.303,2750.68,2793.3124,2824.5189,0.015,-1.5114,-45.7994,"2,935.8924","2,721.5146",23.6488,24.9772,-2.0968,49.1352,-83.44,-58.921,79.0079,53.068093,-2.5062,-0.61137,36.239544,37.581747,25,16818467316,-0.0018,-0.0069,0.2023,-0.003821408,-0.002195015,-0.028279748,-0.025995188
9/13/11,2720.283,2712.443,2726.185,2698.66,2671376400,2751.095,2756.105,2779.09,2745.98,2780.0598,2814.6389,-0.9356,-2.1502,-48.1927,"2,933.1825","2,710.5988",19.9911,23.6488,-6.3211,49.758,-83.571,-183.554,89.3521,77.866151,-2.7781,-0.9181,29.63023,34.242188,25,16791753552,-0.0112,0.0029,0.7856,-0.001711139,-0.003497941,-0.027806116,-0.03352327
9/14/11,2733.108,2729.256,2736.905,2677.127,3042478000,2720.283,2751.095,2756.105,2747.94,2769.1966,2806.41525,-0.5396,-1.3032,-48.4955,"2,935.5531","2,703.5521",23.0401,19.9911,-5.7944,51.1241,-10.709,-168.108,70.8617,53.045922,-2.7597,-1.342208,35.505342,36.792576,33.333333,16822178332,0.0047,0.0014,0.9365,0.000714136,-0.002921742,-0.023697143,-0.026121313
9/15/11,2729.051,2734.552,2754.193,2728.905,3117192500,2733.108,2720.283,2751.095,2737.93,2757.4241,2798.56715,-0.3242,-1.029,-48.5037,"2,937.7971","2,695.9897",26.2117,23.0401,-4.3381,46.186,5.748,-123.758,72.9734,56.448731,-2.627,-1.623329,34.41465,36.306638,33.333333,16791006407,-0.0015,-0.002,0.0058,-0.003641933,-0.002796486,-0.024403106,-0.024839908
9/16/11,2733.987,2744.218,2755.889,2728.995,2755593200,2729.051,2733.108,2720.283,2733.5,2747.3693,2793.5538,0.0176,-0.4871,-47.5637,"2,938.4030","2,688.4505",33.3716,26.2117,-3.7918,45.9234,-45.103,-107.753,64.3504,52.30866,-2.7822,-1.828132,37.229873,37.403941,33.333333,16818562339,0.0018,-0.0037,0.1856,-0.001615674,-0.001791399,-0.023250166,-0.021322947
9/19/11,2679.27,2718.318,2718.318,2678.795,2909094100,2733.987,2729.051,2733.108,2719.14,2734.9109,2787.1341,-1.4663,-2.0345,-50.65,"2,939.3984","2,673.0203",22.8469,33.3716,-5.8841,46.0271,-76.835,-167.506,98.2026,97.279145,-3.0004,-2.082649,23.698234,30.954871,33.333333,16789471398,-0.02,-0.0144,0.012,-0.005255158,-0.002298041,-0.026637683,-0.038700721
9/20/11,2689.845,2675.043,2702.28,2664.1,2559868100,2679.27,2733.987,2729.051,2713.05,2729.5137,2782.737,-0.8554,-1.4533,-51.6473,"2,936.4896","2,661.6582",21.7201,22.8469,-5.1045,44.2255,-61.25,-144.69,80.5334,71.951977,-3.1249,-2.271667,29.630022,33.376748,41.666667,16815070079,0.0039,0.0055,0.6743,-0.002238796,-0.001577642,-0.026580745,-0.033381523
9/21/11,2771.011,2691.701,2778.353,2677.349,5619417100,2689.845,2679.27,2733.987,2720.63,2734.2845,2780.2374,1.8517,1.3432,-45.3653,"2,922.6727","2,664.1773",41.4264,21.7201,-1.1714,49.1876,50.728,-32.843,19.1611,6.426089,-2.5972,-2.167436,58.992367,48.501711,50,16871264250,0.0302,0.0295,0.9273,0.002794122,-0.000898252,-0.022318674,-0.003318566
9/22/11,2685.688,2745.146,2754.917,2684.94,4710266000,2771.011,2689.845,2679.27,2711.96,2724.9443,2774.021,-0.9688,-1.4406,-46.7329,"2,913.9455","2,656.6050",33.0587,41.4264,-2.1185,52.2431,-47.42,-58.129,83.6766,81.105091,-2.5956,-2.050167,38.649246,38.482888,50,16824161590,-0.0308,-0.0217,0.0107,-0.003187714,-0.002235924,-0.024558119,-0.031842946
9/23/11,2669.478,2644.294,2681.227,2631.425,4259222400,2685.688,2771.011,2689.845,2699.06,2716.2816,2762.30305,-1.096,-1.7231,-48.5649,"2,906.4857","2,647.4083",30.6722,33.0587,-1.9765,52.8437,-59.573,-53.825,76.9274,74.10092,-2.6643,-1.912511,35.832204,36.902999,41.666667,16781569366,-0.006,0.0095,0.7641,-0.004757371,-0.004224175,-0.027022506,-0.033604224
